project_id,project_number,project_name,developer_id,developer_number,developer_name,master_developer_id,master_developer_number,master_developer_name,project_start_date,project_end_date,project_type_id,project_type_ar,project_classification_id,project_classification_ar,escrow_agent_id,escrow_agent_name,project_status,project_status_ar,percent_completed,completion_date,cancellation_date,project_description_ar,project_description_en,property_id,area_id,area_name_ar,area_name_en
256,256,ROYAL OCEANIC TOWER,146,146,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),01/08/2007,26/08/2009,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,26/08/2009,, ,Residential and Commercial Tower located in Dubai Marina comprises of 2B+2P+33 Upper Floors.,1100111273,330,مرسى دبي,Marsa Dubai
317,317,SILICON HEIGHTS,259,259,سلطة واحة دبي للسليكون,344,344,سلطة واحة دبي للسليكون,15/03/2009,04/08/2011,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,04/08/2011,,مشروع مبنى سكني للتملك الحر يقع في منطقة واحة دبي للسيلكون. المبنى مؤلف من سرداب+طابق ارضي+ 8 طوابق علوية+طابق نادي صحي مشيدة من هيكل خرساني مع انهاءاته الداخلية والخارجية,Freehold residential building located in Dubai Silicon Oasis. The building is designed as a B+G+8+HC. The building will be formed in a concrete structure with its external and internal finishes.,1100152196,484,ند حصة,Nadd Hessa
513,513,THE ATLANTIC,305,305,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),13/11/2007,09/02/2014,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,09/02/2014,,مشروع تطوير سكني للتملك الحر يقع في منطقة مرسى دبي. المشروع مؤلف من مبنيين مشيدين على سرداب وطابق ارضي مشتركة. المبنى الاول مؤلف من 6 طوابق علويه اما المبنى الثاني فهو مؤلف من 17 طابق علوي مع طابق نادي صحي في الاعلى. المشروع يشيد من هيكل خرساني مع انهاءاته الداخلية والخارجية,"Freehold residential development located in Dubai Marina. The project is designed as two buildings being constructed on a shared B+G, the 1st building is 6 storey height and the 2nd is 17 storey heights with a health club on top. The building will be formed in a concrete structure with its external and internal finishes.",1100110520,330,مرسى دبي,Marsa Dubai
632,632,TIFFANY TOWERS,409,409,مركز دبي للسلع المتعددة,153,153,مركز دبي للسلع المتعددة,15/08/2006,17/06/2009,1,عادي,1,مباني,null,,FINISHED,منجز,100,17/06/2009,, , ,1100123127,350,الثنيه الخامسة,Al Thanyah Fifth
635,635,HANOVER SQUARE,414,414,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),14/04/2009,27/12/2015,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,27/12/2015,,مشروع مبنى سكني للتملك الحر يقع في منطقة قرية الجميرا الاولى. البناية مؤلفة طابق ارضي+اربعة طوابق علويه مع  2 سرداب مواقف سيارات. المبنى عبارة عن هيكل خرساني مع انهاءاته الخارجية و الداخلية. ,"Freehold residential development located at Jumeirah Village South. Designed and constructed as 2B+G+4 Floor level building, designed to be built as a concrete skeleton and block works with cement render finishes.",1100115717,441,البرشاء جنوب الرابعة,Al Barsha South Fourth
475,475,SILICON BOULEVARD,280,280,سلطة واحة دبي للسليكون,344,344,سلطة واحة دبي للسليكون,01/02/2007,31/05/2010,1,عادي,1,مباني,17,بنك برودا,FINISHED,منجز,100,31/05/2010,, ,Residential and Commercial building located in Dubai Silicon Oasis where Residential building is being built as 3B+G+11 and Commercial building is being built as G+14.,1100147662,484,ند حصة,Nadd Hessa
477,477,ROYALE RESIDENCE1,11295934,985,مدينة دبي الرياضية (ش. ذ. م. م),200,200,مدينة دبي الرياضية (ش. ذ. م. م),07/06/2008,31/12/2014,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,31/12/2014,,"مشروع بناية سكنية للتملك الحر تقع في منطقة مدينة دبي الرياضية. البناية, عبارة عن 2 سرداب+طابق ارضي+ 14 طابق علوي بهيكل خرساني مع انهاءاته الخارجية و الداخلية ","Freehold residential building development located in Dubai Sports City, the building is designed to have 2B+G+14 floors. The building is being constructed as a concrete structure with external and internal finishes.",1100101857,435,الحبيه الرابعة,Al Hebiah Fourth
170127618,2049,جميرا جولف إستيتس - هيلسايد,153117945,1223,عقارات جميرا جولف ش.ذ.م.م,108,108,عقارات جميرا جولف ش.ذ.م.م,25/08/2015,09/02/2020,1,عادي,2,فلل,7,بنك الإمارات دبي الوطني (ش.م.ع),FINISHED,منجز,100,,,"20 Hillside Villas at Jumeirah Golf Estates,Residential Villa (B+G+2) Villa - Type 4","20 Hillside Villas at Jumeirah Golf Estates,Residential Villa (B+G+2) Villa - Type 4",1100189470,485,معيصم الأول,Me'Aisem First
494,494,DAYTONA HOUSE,290,290,الاتحاد العقارية (شركة مساهمة عامة),27,27,الاتحاد العقارية (شركة مساهمة عامة),13/03/2008,24/10/2009,1,عادي,1,مباني,8,تمويل  مساهمه خاصه,FINISHED,منجز,100,24/10/2009,,مشروع بناية تجارية للتملك الحر يقع في منطقة دبي موتور ستي. المبنى مؤلف من 2 سرداب+طابق ارضي+ 3 طوابق علوية مشيدة بهيكل خرساني مع انهاءاته الداخلية والخارجية. وحدات المكاتب سوف تسلم بدون انهاء اعمال التركيب الداخلية والتي يتم تجهيزها لاحقا من قبل ملاك الوحدات,Freehold commercial building development located in Dubai Motor City. The building is designed and constructed as a 2B+G+3 storey. The building is being constructed as a concrete structure with external and internal finishes. The office units will be handed over as ?core and shell? to be individually fitted by their respective owners.,1100125498,444,الحبيه الاولى,Al Hebiah First
501,501,OASIS TOWER ONE,296,296,مدينة دبي الرياضية (ش. ذ. م. م),200,200,مدينة دبي الرياضية (ش. ذ. م. م),01/10/2007,14/05/2020,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,30/06/2010,,مشروع بناية سكنية للتملك الحر تقع في منطقة مدينة دبي الرياضية. البناية عبارة عن 2 سرداب+طابق ارضي+ 19 طابق علوي بهيكل خرساني مع انهاءاته الخارجية و الداخلية.,"Freehold residential tower development located in Dubai Sports City, the building is designed to have 2B+G+19 floors. The building is designed to be built as a concrete structure with its internal and external finishes.",1100101868,435,الحبيه الرابعة,Al Hebiah Fourth
503,503,WEST WHAREF TOWER,298,298,الخليج التجاري (ش.ذ.م.م),898,898,الخليج التجاري (ش.ذ.م.م),12/12/2007,01/07/2010,1,عادي,1,مباني,29,بلوم بنك فرنسا,FINISHED,منجز,100,10/12/2013,,مشروع مبنى سكني للتملك الحر يقع في منطقة الخليج التجاري - شارع الشيخ زايد. المشروع عبارة عن 3 سرداب + طابق ارضي + 18 طابق علوي بهيكل خرساني مع انهاءاته الداخلية والخارجية. ,Freehold residential building in Business Bay. The project designed to be constructed as 3B+G+18 upper floors formed in a concrete structure with its internal and external finishes.,1100182416,526,الخليج التجارى,Business Bay
172,172,INDIGO TOWER,72,72,مركز دبي للسلع المتعددة,153,153,مركز دبي للسلع المتعددة,,17/02/2008,1,عادي,1,مباني,null,,FINISHED,منجز,100,17/02/2008,, , ,1100123200,350,الثنيه الخامسة,Al Thanyah Fifth
1073,1073,تلال مردف - جنـاين أفينيو,278,278,دبي للاستثمار العقاري (ش ذ م م),278,278,دبي للاستثمار العقاري (ش ذ م م),21/11/2016,12/01/2020,1,عادي,1,مباني,19,بنك أبوظبي الأول ش.م.ع,FINISHED,منجز,100,21/12/2018,11/03/2012,"مباني سكنية عدد 2 ,مكونة من: سرداب + طابق ارضي + 4طوابق + سطح,","2 Residential buildings,consists of: 1B+G+4+R,,",1100109770,232,مردف,Mirdif
808,808,OASIS STAR,568,568,سلطة واحة دبي للسليكون,344,344,سلطة واحة دبي للسليكون,01/04/2008,31/07/2011,1,عادي,1,مباني,13,املاك للتمويل (شركة مساهمة عامة ),FINISHED,منجز,100,31/07/2011,,مشروع بناية سكنية تقع في منطقة واحة دبي للسليكون. المبنى مؤلف من طابق ارضي+ 8 طوبق علوية بهيكل خرساني مع انهاءاته الخارجية و الداخلية,"Freehold residential building located in Dubai Silicon Oasis, designed to have G+8 floors. The building is being constructed as a concrete structure with its internal and external finishes",1100147066,484,ند حصة,Nadd Hessa
596,596,GLOBAL LAKE VIEW,363,363,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),01/10/2005,27/01/2010,1,عادي,1,مباني,null,,FINISHED,منجز,100,27/01/2010,, , ,1100123193,350,الثنيه الخامسة,Al Thanyah Fifth
611,611,BALQIS RESIDENCE,380,380,شركة النخلة - جميرا (ش.ذ.م.م),103,103,شركة النخلة - جميرا (ش.ذ.م.م),29/06/2008,31/03/2019,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,31/03/2016,,"مشروع تطوير مختلط سكني - تجاري للتملك الحر يقع في منطقة نخلة الجميرا,المشروع مؤلف من 34 فيلا  (سرداب+أرضي+1),,وثلاثة ابنية سكنية  (سرداب + أرضي+ 12 ) مكونة من تاون هاوسز (بيوت مشتركة الجدران) وشقق مشيدة بهيكل خرساني مع انهاءاته الخارجية و الداخلية,",Freehold mix residential development consisting of 34 Villas (B+G+1) and 3 residential buildings (B+G+12)that comprise of Townhouses and Apartments built as a concrete structure with cement render exterior.,1100131923,410,نخلة جميرا,Palm Jumeirah
965,965,WADI TOWER,15471508,1049,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),01/12/2008,14/06/2020,1,عادي,1,مباني,26,المصرف العربي للاستثمار والتجارة الخارجية المصرف (مساهمة عامة),FINISHED,منجز,100,30/09/2014,,".(G+4P+31) المشروع يتكون من شقق سكنية في منطقة وادي الصفا 4,    ,التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخليةوخارجية  ,",PROJECT CONSISTS OF G+4P+31 RESIDENTIAL BUILDING LOCATED IN WADI AL SAFA 4. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,1100173996,466,وادي الصفا 4,Wadi Al Safa 4
978,978,AU TOWER,153,153,مركز دبي للسلع المتعددة,153,153,مركز دبي للسلع المتعددة,30/12/2008,30/05/2009,1,عادي,1,مباني,null,,FINISHED,منجز,100,30/05/2009,, , ,1100086148,350,الثنيه الخامسة,Al Thanyah Fifth
1072,1072,INDIGO TOWER,865,865,دبي لاند ريزيدنسز (ش.ذ.م.م),899,899,دبي لاند ريزيدنسز (ش.ذ.م.م),12/12/2007,07/03/2012,1,عادي,1,مباني,32,موارد للتمويل (ش.م.خ),FINISHED,منجز,100,07/03/2012,, , ,1100148349,467,وادي الصفا 5,Wadi Al Safa 5
767,767,CLASSIC APARTMENTS,171,171,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),01/05/2008,27/01/2010,1,عادي,1,مباني,31,يونايتد بنك ليمتد ( مكتب الادارة ),FINISHED,منجز,100,27/01/2010,,مشروع برج سكني للتملك الحر يقع في الورسان الاولي. البناية عبارة عن 1سرداب+طابق ارضي+ 10 طوابق بهيكل خرساني مع انهاءاته الخارجية و الداخلية. ,Freehold residential tower development located in Al Warsan 1st .The building is a 1B+G+10 stories. The tower is being built as a concrete structure with internal and external finishes.,1100125471,343,ورسان الاولى,Al Warsan First
1067,1067,Uniestate Prime Tower,10666175,971,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),01/09/2016,02/07/2020,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,22/09/2012,04/10/2015," المشروع يتكون من شقق سكنيةومحلات تجارية في الطابق الأرضي في منطقة البرشا جنوب الرابعة,.(B+G+3P+8+2PENTHOUSES+R)    ,التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخليةوخارجية  ,",PROJECT CONSISTS OF B+G+3P+8+2 PENTHOUSES+R RESIDENTIAL BUILDING WITH RETAIL AT GROUND FLOOR LOCATED IN AL BARSHA SOUTH FOURTH. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,1100115553,441,البرشاء جنوب الرابعة,Al Barsha South Fourth
1293,1293,BUSINESS AVENUE BB2,784,784,مركز دبي للسلع المتعددة,153,153,مركز دبي للسلع المتعددة,16/07/2010,28/11/2010,1,عادي,1,مباني,null,,FINISHED,منجز,100,28/11/2010,, , ,1100121404,350,الثنيه الخامسة,Al Thanyah Fifth
1297,1297,MARINA RESIDENCE,103,103,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),,25/06/2009,1,عادي,1,مباني,null,,FINISHED,منجز,100,25/06/2009,, , ,1100139768,410,نخلة جميرا,Palm Jumeirah
1301,1301,HUB CANAL 1 TOWER,900,900,مدينة دبي الرياضية (ش. ذ. م. م),200,200,مدينة دبي الرياضية (ش. ذ. م. م),17/06/2007,19/09/2011,1,عادي,1,مباني,null,,FINISHED,منجز,100,19/09/2011,,مشروع بناية سكنية للتملك الحر تقع في منطقة مدينة دبي الرياضية. البناية عبارة عن  سرداب+طابق ارضي+ 16 طابق علوي + طابق خدمات بهيكل خرساني مع انهاءاته الخارجية و الداخلية ,"Freehold residential building located in Dubai Sports City, the building is designed to have B+G+16+R floors. The building is being constructed as a concrete structure with internal and external finishes.",1100101893,435,الحبيه الرابعة,Al Hebiah Fourth
1304,1304,TENNIS TOWER,900,900,مدينة دبي الرياضية (ش. ذ. م. م),200,200,مدينة دبي الرياضية (ش. ذ. م. م),,19/01/2010,1,عادي,1,مباني,null,,FINISHED,منجز,100,20/05/2010,, , ,1100101898,435,الحبيه الرابعة,Al Hebiah Fourth
1135,1135,GRAND HORIZON 1,285,285,مدينة دبي الرياضية (ش. ذ. م. م),200,200,مدينة دبي الرياضية (ش. ذ. م. م),20/10/2008,31/05/2015,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,06/07/2015,, المشروع عبارة عن بناية سكنية للتملك الحر في منطقة مدينة  دبي الرياضية،تتالف من سرداب +طابق ارضي + 9 طوابق سكنية+نادي صحي ، الهيكل خرساني مع التشطيبات الداخلية والخارجية," Freehold Residential Building located in Dubai Sports City, the Building is designed to have B+G+9+HC floors. The Building is being constructed as a concrete structure with internal and external finishes.",1100100156,435,الحبيه الرابعة,Al Hebiah Fourth
1147,1147,TWO TOWERS,450,450,تيكوم للإستثمارات منطقة حرة- ذ.م.م,856,856,تيكوم للإستثمارات منطقة حرة- ذ.م.م,29/12/2008,09/07/2009,1,عادي,1,مباني,null,,FINISHED,منجز,100,09/07/2009,, , ,1100124772,443,الثنيه الأولى,Al Thanyah First
1283,1283,AL FURJAN,121,121,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),27/09/2010,19/05/2013,1,عادي,2,فلل,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,19/05/2013,,مشروع فلل سكنية للتملك الحر يقع في منطقة جبل علي الاولى. يغطي هذا التقرير المجموعه 1 و2 من المشروع. تتالف هاتين المجموعتين من 819 فيلا ارضي+طابق علوي، تشيد من هيكل خرساني وكتل طابوقية (بلوك) مع الانهاءات الخارجية و الداخلية. يشمل المشروع كذلك خدمات البنيه التحتيه والحدائق ضمن المجمع السكني.,"Freehold residential villa development located in Jebel Ali First. This report covers only package 1 & 2. These two packages consist of 819 G+1 villas, being built as a concrete structure with external and internal finishing. The project also includes infrastructure and landscaping within the compound.",1100235603,445,جبل علي الأولى,Jabal Ali First
815,815,DANA TOWER,581,581,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),15/01/2009,31/12/2013,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,31/12/2013,,مشروع مبنى مختلط سكني/تجاري للتملك الحر يقع في منطقة قرية الجميرا الاولى. البناية مصممة من 3 سرداب+طابق ارضي+ 19 طابق علوي بهيكل خرساني مع انهاءاته الخارجية و الداخلية .,Freehold mixed use residential/commercial development located at Jumeirah Village First. The building is designed as 3B+G+19. The building is designed to be constructed as a concrete structure with external and internal finishes.,1100116325,441,البرشاء جنوب الرابعة,Al Barsha South Fourth
1175,1175,BAYSWATER,393,393,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),18/02/2007,30/05/2010,1,عادي,1,مباني,null,,FINISHED,منجز,100,30/05/2010,,مشروع برج مكاتب للتملك الحر يقع في منطقة الخليج التجاري البرج مؤلف من 2 سرداب+طابق ارضي+ 4 منصة (بوديوم)+ سقف المنصة + 24 طابق علوي بهيكل خرساني مع انهاءاته الخارجية و الداخلية. وحدات المكاتب سوف تسلم بدون انهاء اعمال التركيب الداخلية والتي يتم تجهيزها لاحقا من قبل ملاك الوحدات,Freehold commercial tower development in Dubai Business Bay. The building is designed and constructed as 2B+G+4P+PR+24. The tower is being constructed out of concrete structure and block with internal and external finishes. The office units will be handed over as ?core and shell? to be individually fitted by their respective owners.,1100166172,526,الخليج التجارى,Business Bay
1182,1182,QPOINT LIWAN-PLOT R017,784,784,رمرام ش.ذ.م.م,41,41,رمرام ش.ذ.م.م,19/03/2009,10/01/2017,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,10/01/2017,,مشروع بناية سكنية للتملك الحر يقع في منطقة وادي الصفا 2. المشروع عبارة طابق ارضي + 9 طوابق مشيدة بهيكل خرساني مع الانهاءات الخارجية و الداخلية.,Freehold residential development located in Wadi Al safa 2 - Dubai. The building is designed and constructed as a G+9 concrete structure with external and internal finishing.,1100150845,464,وادي الصفا 2,Wadi Al Safa 2
1189,1189,QPOINT LIWAN-PLOT R005,903,903,رمرام ش.ذ.م.م,41,41,رمرام ش.ذ.م.م,18/12/2008,26/05/2014,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,26/05/2014,,مشروع بناية سكنية للتملك الحر يقع في منطقة ند الشبا. المشروع عبارة طابق سرداب + طابق ارضي + 13 طابق مشيدة بهيكل خرساني مع الانهاءات الخارجية و الداخلية.,Freehold residential development located in NAD AL SHIBA - Dubai. The building is designed and constructed as a B+G+13 concrete structure with external and internal finishing.,1100163579,464,وادي الصفا 2,Wadi Al Safa 2
172111808,2057,فيلانوفا أمارانتا 3,14868751,1039,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),15/07/2018,31/10/2020,1,عادي,3,مجمع فلل,5,بنك ابوظبى التجارى,ACTIVE,فعال,50.68,,,"يتكون المشروع من 322 وحدة تاون هاوس أرضي + أول ,مع التشطيبات الداخلية والخارجية,",The project consists of 322 townhouses (G+1) with internal and external finishes.,1100219780,467,وادي الصفا 5,Wadi Al Safa 5
541,541,SKY VIEW TOWER,324,324,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),12/02/2008,06/06/2011,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,06/06/2011,,مشروع برج سكني للتملك الحر يقع في منطقة مرسى دبي البرج مؤلف من طابق ارضي+ 4 منصة (بوديوم) + 28 طابق علوي بهيكل خرساني مع انهاءاته الخارجية و الداخلية,Freehold residential tower development in the Dubai Marina. It is designed and constructed as G+4P+28. The tower is designed to be built out of concrete structure and block with internal and external finishes.,1100110038,330,مرسى دبي,Marsa Dubai
356,356,ROYAL AMWAJ,21119555,1072,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),23/01/2008,,1,عادي,1,مباني,null,,FINISHED,منجز,100,10/01/2013,, , ,1100099943,410,نخلة جميرا,Palm Jumeirah
1248,1248,AXIS RESIDENCES 2,285,285,سلطة واحة دبي للسليكون,344,344,سلطة واحة دبي للسليكون,11/02/2008,10/02/2014,1,عادي,1,مباني,null,,FINISHED,منجز,100,10/02/2014,,مشروع بناية سكنية للتملك الحر تقع في منطقة واحة دبي للسليكون. البناية عبارة عن طابق ارضي+ 8 طوابق بهيكل خرساني مع انهاءاته الخارجية و الداخلية.,"Freehold residential building located in Dubai Silicon Oases, the building is designed to have G+8 floors. The building is being constructed as a concrete structure with internal and external finishes.",1100147298,484,ند حصة,Nadd Hessa
8037213,1345,BAY'S EDGE,192,192,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),20/05/2013,31/12/2015,1,عادي,1,مباني,7,بنك الإمارات دبي الوطني (ش.م.ع),FINISHED,منجز,100,15/07/2016,,برج للتملك الحر يقع في منطقة الخليج التجاري ، البرج مكون من طابق أرضي و 3 طوابق بوديوم و 19 طابق ، البرج عبارة عن شقق فندقية فخمة و التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجية .   ,Freehold residential tower in Business Bay area. The tower is designed as G+3P+19. The tower is designed to provide deluxe hotel apartments and to be constructed out of concrete structure and block with internal and external finishes.,1100198582,526,الخليج التجارى,Business Bay
12131574,1498,SHAMAL TERRACES 4,37,37,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),15/01/2014,20/06/2016,1,عادي,3,مجمع فلل,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,15/02/2015,,"عدد 9 فلل ,G+2+R ,مع التشطيبات الداخلية والخارجية",Nine (9) villas G+2+R in JVC,1100115751,441,البرشاء جنوب الرابعة,Al Barsha South Fourth
8764169,1359,DAMAC HILLS - GOLF PANORAMA,8289244,954,داماك كريسنت للعقارات (ش.ذ.م.م),8289244,954,داماك كريسنت للعقارات (ش.ذ.م.م),01/08/2013,31/12/2016,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,20/12/2015,, المشروع يقع في منطقة دبي لاند مكون من مبني سكني سرداب + أرضي + تسعة طوابق . التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجية .,Project consists of B+G+9 residential building located in Dubailand. The building is designed to have a concrete structure and block with internal and external finishes. ,1100165357,523,الحبية الثالثة,Al Hebiah Third
4463513,1317,بالم فيوز - غرب,103,103,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),24/02/2013,09/11/2014,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,09/11/2014,,مشروع بناية سكنية للتملك الحر يقع في منطقة نخلة جميرا. يتالف المشروع من سرداب + أرضي + 4 طوابق ، مصممة من هيكل خرساني وكتل طابوقية (بلوك) مع انهاءاته الداخلية والخارجية. ,"Freehold residential building  development located in palm jumeira. Designed as B+G+4 to be built as a concrete skeleton and block works with external and internal finishing. ,,",1100156330,410,نخلة جميرا,Palm Jumeirah
15165513,1607,ELITE 10 SPORTS RESIDENCE,15160033,1046,مدينة دبي الرياضية (ش. ذ. م. م),200,200,مدينة دبي الرياضية (ش. ذ. م. م),13/10/2014,25/12/2017,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,25/12/2017,, التشطيبات الداخلية والخارجية ((سرداب+ارضي+بوديوم+طابق صحي)+مبنين 16 طابق) مبنين سكنين,"RESIDENTIAL APARTMENT BUILDING ((B+G+P+GYM)x2towers 16FLOORS)ON PLOT ON.682-1282 AT DUBAI SPORT CITY , with internal and external finishes ",1100100056,435,الحبيه الرابعة,Al Hebiah Fourth
103653321,1933,بن غاطي ستارز  ,15782130,1051,سلطة واحة دبي للسليكون,344,344,سلطة واحة دبي للسليكون,10/06/2017,28/01/2020,1,عادي,1,مباني,16,مصرف الشارقه الاسلامى,FINISHED,منجز,100,01/10/2019,,"المشروع عبارة عن ,2B+G+2P+12+R),بناية سكنية مع محلات تجارية في الطابق الأرضي,يقع في منطقة ند حصة,المشروع مصمم من هيكل خرساني وطابوق مع تشطيباته الداخلية والخارجية,",PROJECT CONSISTS OF 2B+G+2P+12+R RESIDENTIAL BUILDING WITH RETAIL AT GROUND FLOOR LOCATED IN NADD HESSA. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,1100148933,484,ند حصة,Nadd Hessa
4741971,1327,LA AVENIDA-2,555,555,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),27/06/2012,21/08/2014,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,21/08/2014,,يتكون مشروع لاأفانيدا 2 من 33 فيلا منفصلةارضي+اول  للتملك الحر ضمن منطقة وادي الصفا 6 ,"33 Freehold G+1 detached villas located in Wadi Al- Safa 6 community,  ",1100098649,434,وادي الصفا 6,Wadi Al Safa 6
13603766,1546,SAFEER TOWER 1,12940965,1014,الخليج التجاري (ش.ذ.م.م),898,898,الخليج التجاري (ش.ذ.م.م),01/03/2014,26/01/2017,1,عادي,1,مباني,21,نور بنك (مساهمة عامة),FINISHED,منجز,100,26/01/2017,,"مبنى سكني مكون من( 2 سرداب + طابق ارضي + بوديوم + 15 طابق), في منطقة الخليج التجاري والمشروع مصمم من هيكل خرساني مع التشطيبات الداخلية والخارجي ","Residential Building consists of (2B + G + P + 15 floor), located in Business BAY area. The project designed as a concrete structure with internal & external finishing.",1100205346,526,الخليج التجارى,Business Bay
13778906,1550,JUNIPER @ AKOYA OXYGEN,13743506,1021,شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م,13743506,1021,شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م,01/01/2015,17/09/2019,1,عادي,2,فلل,4,مصرف ابوظبى الاسلامى,FINISHED,منجز,100,17/09/2019,,"يتكون المشروع من 313 فيلا ,(CLUSTER على شكل عناقيد ),  (في منطقة اليفرة الثانيةوهي عبارة عن (ارضي+1,ارضي+2,والتصميم مكون من هيكل خرساني بفواصل داخلية من الطابوق مع التشطيبات الداخلية والخارجية,,","THE PROJECT CONSIST CLUSTERS OF 313 VILLAS FREEHOLD (G+1 & G+2) LOCATED IN YUFRA 2 AREA. The Villas are designed to have a concrete structure and block with internal and external finishes.,",1100177967,449,اليفره 2,Al Yufrah 2
305455439,2215,اوليفز رزيدنس,12777430,1009,مراس العقارية (ش.ذ.م.م),1,1,مراس العقارية (ش.ذ.م.م),31/07/2020,30/04/2022,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),CONDITIONAL_ACTIVATING,تفعيل مشروط,0,,,عدد 2 سرداب + أرضي + 6 طوابق + سطح,2B+G+6+Roof,1100199044,343,ورسان الاولى,Al Warsan First
14611754,1592,PARK INN,14175368,1027,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),01/10/2014,31/12/2020,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,CONDITIONAL_ACTIVATING,تفعيل مشروط,36.13,30/06/2017,,"مبنى فندق,B+G+4P+25+R,مع التشطيبات الداخلية والخارجية",Hotel Building (B+G+4P+25+R) with internal and external finishes.,1100118710,442,البرشاء جنوب الخامسة,Al Barsha South Fifth
12516908,1507,Opera Grand,137044480,1211,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),01/06/2015,23/11/2020,1,عادي,1,مباني,10,بنك دبى التجارى (ش.م.ع),ACTIVE,فعال,82.48,31/01/2019,,"مشروع دار الأوبرا في منطقة برج خليفة عبارة عن برجين يشتركان في عدد أربع طوابق سرداب + أرضي + 3 طوابق بوديوم.,,البرج السكني يتكون من : 64 طابق + سقف.,البرج التجاري يتكون من : طابق + 3 طوابق سطح.,,التصميم مكون من هيكل خرساني مسلح وتشطيبات داخلية وخارجية.","Project is located in Burj Khalifa area, proposed to be 2 towers with common 4B+G+3P+ residential tower: 64 floors+R and retail tower: 1floor+3R, made of concrete structure with internal and external finishes.",1100102170,390,برج خليفة,Burj Khalifa
