"participant_id","real_estate_id","real_estate_number","license_source_id","license_source_ar","license_source_en","license_number","license_issue_date","license_expiry_date","is_branch","main_office_id","webpage","phone","fax","activity_type_id","ded_activity_code","activity_type_ar","activity_type_en"
"21109806","21109814","16428","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","731106","05-04-2015","04-04-2021","0",null,"","","",null,null,"",""
"21109793","21109801","16427","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","730470","13-04-2015","25-03-2016","0",null,"","971-04-4272233","971-04-2765787","9","659908","التطوير العقاري","Real Estate Development"
"21109784","21109789","16426","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","730627","13-04-2015","28-03-2016","0",null,"","971-4-3538284","971-4-3538283","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"21109771","21109779","16425","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","731000","02-04-2015","01-04-2020","0",null,"www.ahdaafrealestate.com","","","9","659908","التطوير العقاري","Real Estate Development"
"21109758","21109766","16424","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","731001","02-04-2015","01-04-2021","0",null,"","","","9","659908","التطوير العقاري","Real Estate Development"
"21109748","21109753","16423","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","731009","02-04-2015","01-04-2018","0",null,"","971-4-3589721","971-4-3589731","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"21109721","21109740","16422","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","731283","06-04-2015","05-04-2020","0",null,"","971-4-1173002","971-4-1173002","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"21109638","21109716","16421","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","731025","02-04-2015","01-04-2021","0",null,"","971-4-2281818","971-4-2284111","19","749957","أمين تسجيل عقاري","Real Estate Registration Trustee"
"16580446","16580451","16302","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","728444","03-03-2015","02-03-2021","0",null,"","971-4-2525088","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"16580446","16580451","16302","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","728444","03-03-2015","02-03-2021","0",null,"","971-4-2525088","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"16580432","16580440","16301","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","726563","05-02-2015","04-02-2020","0",null,"","971-4-2947722","971-4-2947787","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"16580432","16580440","16301","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","726563","05-02-2015","04-02-2020","0",null,"","971-4-2947722","971-4-2947787","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"16307272","16307280","16235","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","724010","04-02-2015","03-01-2017","0",null,"","","","9","659908","التطوير العقاري","Real Estate Development"
"16307259","16307267","16234","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","724015","04-01-2015","03-01-2017","0",null,"","971-4-5114500","971-4-5114991","9","659908","التطوير العقاري","Real Estate Development"
"16307246","16307254","16233","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","724018","04-01-2015","03-01-2020","0",null,"","971-4-5114500","971-4-5114991","9","659908","التطوير العقاري","Real Estate Development"
"16307233","16307241","16232","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","724026","04-01-2015","03-01-2020","0",null,"","971-4-5114500","971-4-5114991","9","659908","التطوير العقاري","Real Estate Development"
"16307207","16307215","16230","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","724028","04-01-2015","03-01-2018","0",null,"","971-4-5114500","971-4-5114991","9","659908","التطوير العقاري","Real Estate Development"
"16307184","16307202","16229","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","724019","04-01-2015","03-01-2022","0",null,"","971-4-5114500","971-4-5114991","11","701003","خدمات تاجير وادارة العقارات للغير ","Leasing and Management of Other People's Property"
"16307171","16307179","16228","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","724020","04-01-2015","03-01-2022","0",null,"","971-4-5114500","971-4-5114991","9","659908","التطوير العقاري","Real Estate Development"
"16307145","16307153","16226","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","724013","04-02-2015","03-01-2017","0",null,"","","","9","659908","التطوير العقاري","Real Estate Development"
"26436773","26436798","16796","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","745190","02-11-2015","31-10-2016","0",null,"","","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"26436773","26436798","16796","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","745190","02-11-2015","31-10-2016","0",null,"","","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"26040558","26040789","16766","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743045","12-10-2015","26-09-2016","0",null,"","04","","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"26040558","26040789","16766","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743045","12-10-2015","26-09-2016","0",null,"","04","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"26040558","26040789","16766","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743045","12-10-2015","26-09-2016","0",null,"","04","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"25129073","25129078","16695","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","740917","24-08-2015","23-08-2021","0",null,"","971-4-2616606","971-4-2616606","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"24050805","24050810","16628","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","737944","07-07-2015","04-07-2016","0",null,"","","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"24050805","24050810","16628","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","737944","07-07-2015","04-07-2016","0",null,"","","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"22993020","22993025","16536","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","734990","26-05-2015","25-05-2020","0",null,"","971-4-4212145","971-4-4212145","34",null,"الاستشارات العقارية","Real Estate Consultancy"
"21554755","21554753","16508","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","528029","22-07-2001","21-07-2021",null,null,"https://www.harmonyrealestate.ae/","971-4-3464440","97143464440","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"21554755","21554753","16508","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","528029","22-07-2001","21-07-2021",null,null,"https://www.harmonyrealestate.ae/","971-4-3464440","97143464440","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"21554755","21554753","16508","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","528029","22-07-2001","21-07-2021",null,null,"https://www.harmonyrealestate.ae/","971-4-3464440","97143464440","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"19992979","19992977","16407","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","509817","31-03-2015","09-01-2017",null,null,"","971-4-2682203","971-4-2682204","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"19992979","19992977","16407","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","509817","31-03-2015","09-01-2017",null,null,"","971-4-2682203","971-4-2682204","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"27988299","27988327","16963","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","751827","08-02-2016","07-02-2021","0",null,"","044474466","044425851","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"27988299","27988327","16963","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","751827","08-02-2016","07-02-2021","0",null,"","044474466","044425851","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"25129163","25129171","16696","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","740925","24-08-2015","23-08-2021","0",null,"corporate@cayan.net","971-04-2751000","971-04-3615433","9","659908","التطوير العقاري","Real Estate Development"
"21345635","21345640","16473","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","732291","20-04-2015","19-04-2020","0",null,"","971-04-3412348","971-04-3412348","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"21345635","21345640","16473","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","732291","20-04-2015","19-04-2020","0",null,"","971-04-3412348","971-04-3412348","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"26673963","26673968","16833","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","745693","08-11-2015","07-11-2021","0",null,"","971-4-2555525","971-4-2552333","24","671910","وسيط رهن عقاري","Real Estate Mortgage Broker"
"26412574","26412579","16794","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","745171","01-11-2015","31-10-2016","0",null,"","971-04-3533282","971-04-3533282","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"26412433","26412438","16793","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","744042","13-10-2015","12-10-2021","0",null,"","","","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"26412433","26412438","16793","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","744042","13-10-2015","12-10-2021","0",null,"","","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"26412433","26412438","16793","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","744042","13-10-2015","12-10-2021","0",null,"","","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"23620839","23620853","16584","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","735145","22-06-2015","26-05-2016","0",null,"","","","9","659908","التطوير العقاري","Real Estate Development"
"26077173","26077508","16768","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","744035","14-10-2015","12-10-2016","0",null,"","971-04-2288140","971-04-2288140","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"26077173","26077508","16768","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","744035","14-10-2015","12-10-2016","0",null,"","971-04-2288140","971-04-2288140","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"25628167","25628165","16718","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","741116","26-08-2015","25-08-2021",null,null,"","971-04-3888158","971-04-3888159","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"24041749","24042334","16627","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","737954","05-07-2015","04-07-2018","0",null,"","971-4-3995551","971-4-3995557","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"24041749","24042334","16627","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","737954","05-07-2015","04-07-2018","0",null,"","971-4-3995551","971-4-3995557","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"16441454","16441462","16275","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","724983","15-01-2015","14-01-2016","0",null,"","","","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"16441445","16441450","16274","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","727417","18-02-2015","17-02-2020","0",null,"","971-4-2588226","971-4-2639225","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"16070696","16070710","16191","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","725487","22-01-2015","21-01-2018","0",null,"","","","9","659908","التطوير العقاري","Real Estate Development"
"28062550","28062608","16976","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","752249","14-02-2016","13-02-2021","0",null,"","","","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"28062550","28062608","16976","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","752249","14-02-2016","13-02-2021","0",null,"","","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"28062550","28062608","16976","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","752249","14-02-2016","13-02-2021","0",null,"","","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"28055600","28055609","16975","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","751929","15-02-2016","08-02-2017","0",null,"","971-04-3673333","","9","659908","التطوير العقاري","Real Estate Development"
"28055600","28055609","16975","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","751929","15-02-2016","08-02-2017","0",null,"","971-04-3673333","","11","701003","خدمات تاجير وادارة العقارات للغير ","Leasing and Management of Other People's Property"
"28055600","28055609","16975","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","751929","15-02-2016","08-02-2017","0",null,"","971-04-3673333","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"28024611","28024609","16967","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","629393","23-09-2009","22-09-2021","0",null,"www.landsterling.com","043808707","043808708","26","702005","خدمات تثمين العقارات","Real Estate Valuation  Services"
"27902824","27902829","16953","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","751443","02-02-2016","01-02-2018","0",null,"","971-04-4096860","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"27902824","27902829","16953","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","751443","02-02-2016","01-02-2018","0",null,"","971-04-4096860","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"27030620","27030618","16873","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","737366","26-07-2015","25-07-2018",null,null,"","0-4-4548958","0-4-4548950","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"26151053","26151061","16772","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","744287","19-10-2015","18-10-2021","0",null,"","971-04-2956645","971-04-2959925","11","701003","خدمات تاجير وادارة العقارات للغير ","Leasing and Management of Other People's Property"
"25341869","25341884","16712","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","741766","07-09-2015","05-09-2016","0",null,"","","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"25341860","25341865","16711","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","741662","06-09-2015","05-09-2019","0",null,"","971-4-5126810","971-4-3355672","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"25341850","25341855","16710","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","740677","07-09-2015","18-08-2017","0",null,"","04","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"25341850","25341855","16710","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","740677","07-09-2015","18-08-2017","0",null,"","04","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"25341739","25341844","16709","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","741694","03-09-2015","02-09-2019","0",null,"","971-4-2368585","971-4-2368586","11","701003","خدمات تاجير وادارة العقارات للغير ","Leasing and Management of Other People's Property"
"25341739","25341844","16709","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","741694","03-09-2015","02-09-2019","0",null,"","971-4-2368585","971-4-2368586","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"25341739","25341844","16709","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","741694","03-09-2015","02-09-2019","0",null,"","971-4-2368585","971-4-2368586","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"27250135","27250140","16893","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","748299","17-12-2015","16-12-2021","0",null,"www.famproperties.com","971-04-3691774","971-4-4473572","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"27250135","27250140","16893","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","748299","17-12-2015","16-12-2021","0",null,"www.famproperties.com","971-04-3691774","971-4-4473572","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"27250126","27250131","16892","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","748876","28-12-2015","27-12-2021","0",null,"","0-4-3994937","971-04-3994936","11","701003","خدمات تاجير وادارة العقارات للغير ","Leasing and Management of Other People's Property"
"26185512","26185637","16775","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","744470","21-10-2015","20-10-2020","0",null,"","","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"26185512","26185637","16775","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","744470","21-10-2015","20-10-2020","0",null,"","","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"15938837","15938835","16133","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703010","02-02-2014","01-02-2021",null,null,"","","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"15938837","15938835","16133","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703010","02-02-2014","01-02-2021",null,null,"","","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"15362176","15362178","16005","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","695732","24-09-2013","23-09-2021","0",null,"","971-4-2666653","971-4-2666853","12","701014","خدمات تاجير وادارة العقارات الخاصة ","Self - owned property leasing and Management Services"
"15362176","15362178","16005","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","695732","24-09-2013","23-09-2021","0",null,"","971-4-2666653","971-4-2666853","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"15324278","15324307","16000","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","721031","17-11-2014","16-11-2021","0",null,"","971-4-3883341","971-4-3883342","9","659908","التطوير العقاري","Real Estate Development"
"26028381","26028386","16764","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","742934","12-10-2015","21-09-2016","0",null,"","","","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"25978973","25978978","16762","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743697","07-10-2015","06-10-2021","0",null,"","971-04-3300555","971-04-3370717","9","659908","التطوير العقاري","Real Estate Development"
"25938119","25938177","16761","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","742781","20-09-2015","19-09-2021","0",null,"","","","9","659908","التطوير العقاري","Real Estate Development"
"25930680","25930685","16760","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743588","06-10-2015","05-10-2017","0",null,"","","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"25930680","25930685","16760","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743588","06-10-2015","05-10-2017","0",null,"","","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"25909535","25909540","16752","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743533","06-10-2015","05-10-2016","0",null,"","042016001","043993125","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"25909535","25909540","16752","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743533","06-10-2015","05-10-2016","0",null,"","042016001","043993125","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"25894935","25894940","16749","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743430","04-10-2015","03-10-2018","0",null,"","971-04-2246811","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"25894614","25894930","16748","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743465","05-10-2015","04-10-2021","0",null,"","971-4-5844921","971-4-2948492","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"25894614","25894930","16748","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743465","05-10-2015","04-10-2021","0",null,"","971-4-5844921","971-4-2948492","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"25875895","25876093","16747","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743278","01-10-2015","30-09-2021","0",null,"","","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"25875895","25876093","16747","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","743278","01-10-2015","30-09-2021","0",null,"","","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"24878557","24878615","16689","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","740413","16-08-2015","15-08-2017","0",null,"","971-4-4428527","971-4-4427820","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"24878557","24878615","16689","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","740413","16-08-2015","15-08-2017","0",null,"","971-4-4428527","971-4-4427820","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"23651359","23651357","16587","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","571839","10-09-2005","09-09-2018",null,null,"","971-4-3555578","971-4-3555578","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"22993003","22993014","16535","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","734593","20-05-2015","19-05-2021","0",null,"","","","1","701001","شراء الأراضي و العقارات و بيعها","Buying and selling of real estate"
"16499936","16499941","16288","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","727563","24-02-2015","22-02-2016","0",null,"","971-04-3485212","971-04-4385215","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"16499936","16499941","16288","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","727563","24-02-2015","22-02-2016","0",null,"","971-04-3485212","971-04-4385215","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"16330809","16331017","16247","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","724653","12-01-2015","11-01-2018","0",null,"","971-4-3515583","971-4-3515581","9","659908","التطوير العقاري","Real Estate Development"
"16268030","16268041","16209","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","726037","29-01-2015","28-01-2020","0",null,"http://www.aurorauae.com/","971-4-3387288","971-4-2227616","9","659908","التطوير العقاري","Real Estate Development"
"15576895","15576910","16049","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","722670","15-12-2014","14-12-2021","0",null,"www.arta.ae","971-4-4419311","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"15576895","15576910","16049","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","722670","15-12-2014","14-12-2021","0",null,"www.arta.ae","971-4-4419311","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"15576886","15576891","16048","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","722489","22-12-2014","13-12-2015","0",null,"","","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"15576866","15576881","16047","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","722407","22-12-2014","09-12-2016","0",null,"","971-4-7247679","971-4-7247679","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"15576866","15576881","16047","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","722407","22-12-2014","09-12-2016","0",null,"","971-4-7247679","971-4-7247679","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"15576848","15576860","16046","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","722351","10-12-2014","09-12-2021","0",null,"","971-04-3995558","971-04-","12","701014","خدمات تاجير وادارة العقارات الخاصة ","Self - owned property leasing and Management Services"
"15576838","15576843","16045","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","722451","11-12-2014","10-12-2019","0",null,"","971-4-2257102","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"15576838","15576843","16045","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","722451","11-12-2014","10-12-2019","0",null,"","971-4-2257102","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"15576838","15576843","16045","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","722451","11-12-2014","10-12-2019","0",null,"","971-4-2257102","","1","701001","شراء الأراضي و العقارات و بيعها","Buying and selling of real estate"
"15576825","15576833","16044","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","720492","09-12-2014","08-12-2019","0",null,"","971-4-2973314","971-4-2973314","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"15576814","15576819","16043","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","722164","22-12-2014","07-12-2015","0",null,"","045520836","045520839","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"15576814","15576819","16043","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","722164","22-12-2014","07-12-2015","0",null,"","045520836","045520839","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
